id,exercicio,variacao,match
1039,Agachamento,Agachamento Com Sustentação E Elevação,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1040,Panturrilha,Levantamento De Panturrilha,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha agachado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha com descida do calcanhar.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Panturrilha com Corda.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha com uma perna.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha em passo largo.gif
1041,Rosca,Rosca Concentrada Com Pegada Fechada,media\exercicios\GIFS CROSSFIT\Elevação de Perna Única com Equilíbrio e Rosca de Bíceps.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca bíceps com faixa elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca de bíceps unilateral com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com garrafa de água.gif
1043,Rosca,Máquina De Rosca,media\exercicios\GIFS CROSSFIT\Elevação de Perna Única com Equilíbrio e Rosca de Bíceps.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca bíceps com faixa elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca de bíceps unilateral com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com garrafa de água.gif
1045,Rosca,Rosca Inversa,media\exercicios\GIFS CROSSFIT\Elevação de Perna Única com Equilíbrio e Rosca de Bíceps.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca bíceps com faixa elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca de bíceps unilateral com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com garrafa de água.gif
1048,Rosca,Rosca Direta Com Cabo,media\exercicios\GIFS CROSSFIT\Elevação de Perna Única com Equilíbrio e Rosca de Bíceps.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca bíceps com faixa elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca de bíceps unilateral com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com garrafa de água.gif
1053,Rosca,Rosca Bíceps Alta,media\exercicios\GIFS CROSSFIT\Elevação de Perna Única com Equilíbrio e Rosca de Bíceps.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca bíceps com faixa elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca de bíceps unilateral com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com faixa de resistência.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Rosca martelo com garrafa de água.gif
1056,Outros,Extensão De Quadril Em Pé,media\exercicios\GIFS ACADEMIA\GLÚTEOS\Extensão de Quadril em Pé com Alavanca.gif
1058,Outros,Quatro,media\exercicios\GIFS ABDOMINAIS\Exercício de vácuo abdominal em quatro apoios.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Quadríceps em Quatro Apoios.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Quatro Apoios.gif
1060,Outros,Ponte,media\exercicios\GIFS ACADEMIA\GLÚTEOS\Abdução de Quadril com Ponte.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Ponte com Halteres.gif;media\exercicios\GIFS ACADEMIA\PERNAS\Ponte de Glúteos com Barra.gif
1061,Glúteo,Glúteo Coice Na Máquina De Extensão,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Glúteos Deitado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de Espuma para os Glúteos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Chutes Alternados de Glúteos no Banco.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Glúteo Coice Na Alavanca.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Glúteo Coice Na Máquina De Extensão De Pernas.gif
1062,Outros,Extensão De Perna Na Máquina Smith,media\exercicios\GIFS ACADEMIA\GLÚTEOS\Extensão de Perna na Máquina Smith Reversa.gif
1063,Outros,Elevação Pélvica Na Máquina De Extensão,media\exercicios\GIFS ACADEMIA\GLÚTEOS\Elevação Pélvica na Máquina de Extensão de Pernas.gif
1064,Agachamento,Agachamento Na Máquina,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1066,Outros,Abdução Lateral Do Quadril,media\exercicios\GIFS ACADEMIA\GLÚTEOS\Abdução Lateral do Quadril com Alavanca.gif
1067,Puxada,Puxada De Cabo,media\exercicios\GIFS ABDOMINAIS\Elevação de Joelhos com Puxada de Pernas.gif;media\exercicios\GIFS ABDOMINAIS\Puxada de Pernas Sentado em Banco.gif;media\exercicios\GIFS CALISTENIA\Puxada escapular na barra fixa.gif;media\exercicios\GIFS CALISTENIA\Puxada Front Lever.gif;media\exercicios\GIFS CALISTENIA\Puxada isométrica.gif
1069,Glúteo,Glúteo Coice,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Glúteos Deitado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de Espuma para os Glúteos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Chutes Alternados de Glúteos no Banco.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Glúteo Coice Na Alavanca.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Glúteo Coice Na Máquina De Extensão De Pernas.gif
1071,Outros,Crunch En Banco,media\exercicios\GIFS ABDOMINAIS\Crunch en banco declinado.gif
1072,Outros,V-Up Com Bola,media\exercicios\GIFS ABDOMINAIS\V-Up com Bola de Estabilidade.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\V-Up com Bola de Estabilidade.gif
1077,Outros,Torção Com Tronco,media\exercicios\GIFS ABDOMINAIS\Torção com Tronco Inclinado.gif
1079,Outros,Torção Com Cabo,media\exercicios\GIFS ABDOMINAIS\Torção com Cabo Sentado.gif
1080,Outros,Toques Nos Dedos Com O Corpo,media\exercicios\GIFS ABDOMINAIS\Toques nos Dedos com o Corpo deitado.gif
1083,Outros,Tesoura,media\exercicios\GIFS ABDOMINAIS\Tesoura de Pernas.gif;media\exercicios\GIFS ABDOMINAIS\Tesoura deitada.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tesoura de Braços.gif
1084,Outros,Toque,media\exercicios\GIFS ABDOMINAIS\Toque de Calcanhar.gif;media\exercicios\GIFS ABDOMINAIS\Toque nos Dedos dos Pés com Giro de Caranguejo.gif;media\exercicios\GIFS ABDOMINAIS\Toques nos Dedos com o Corpo deitado.gif;media\exercicios\GIFS CALISTENIA\Flexão com Toque no Peito.gif;media\exercicios\GIFS CALISTENIA\Flexão de Braços com Toque no Ombro.gif
1087,Prancha,Prancha Joelho Ao,media\exercicios\GIFS ABDOMINAIS\Chutes no Prancha Invertida.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha Lateral.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Abertura de Pernas - Perna Estendida.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Elevação de Braço e Perna.gif
1088,Prancha,Prancha Com Movimento,media\exercicios\GIFS ABDOMINAIS\Chutes no Prancha Invertida.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha Lateral.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Abertura de Pernas - Perna Estendida.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Elevação de Braço e Perna.gif
1090,Outros,Torção Com Barra,media\exercicios\GIFS ABDOMINAIS\Torção com Barra Sentado.gif
1094,Prancha,Prancha De Frente Para A Prancha,media\exercicios\GIFS ABDOMINAIS\Chutes no Prancha Invertida.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha Lateral.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Abertura de Pernas - Perna Estendida.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Elevação de Braço e Perna.gif
1095,Outros,Máquina De Torção,media\exercicios\GIFS ABDOMINAIS\Máquina de Torção Sentada.gif
1162,Abdominal,Abdominal Com Elevação,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1098,Prancha,Prancha Com Abertura De Pernas - Perna,media\exercicios\GIFS ABDOMINAIS\Chutes no Prancha Invertida.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha Lateral.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Abertura de Pernas - Perna Estendida.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Elevação de Braço e Perna.gif
1099,Outros,Toque Nos Dedos Dos Pés Com Giro,media\exercicios\GIFS ABDOMINAIS\Toque nos Dedos dos Pés com Giro de Caranguejo.gif
1100,Outros,Meio,media\exercicios\GIFS ABDOMINAIS\Meio Abdominal.gif;media\exercicios\GIFS ABDOMINAIS\Meio Giro.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Postura de meio sapo.gif;media\exercicios\GIFS ACADEMIA\TRAPÉZIO\Meio Agachado com Puxada para o Rosto no Cabo.gif
1102,Prancha,Prancha Lateral Com Flexão,media\exercicios\GIFS ABDOMINAIS\Chutes no Prancha Invertida.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha Lateral.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Abertura de Pernas - Perna Estendida.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Elevação de Braço e Perna.gif
1106,Outros,Extensão Com Roda,media\exercicios\GIFS ABDOMINAIS\Extensão com Roda Abdominal.gif
1107,Outros,Levantamento De Quadril Com Pernas Elevadas Em Banco,media\exercicios\GIFS ABDOMINAIS\Levantamento de quadril com pernas elevadas em banco inclinado.gif
1109,Outros,Posição,media\exercicios\GIFS ABDOMINAIS\Posição de Canoinha.gif;media\exercicios\GIFS ABDOMINAIS\Posição do Barco.gif;media\exercicios\GIFS CROSSFIT\Flexão de braço em posição de parada de mão com balanço.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento com PVC na Posição Frontal de Rack.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha em posição estática.gif
1111,Abdominal,Máquina De Abdominal,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1113,Outros,Inclinação Lateral Em Pé,media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral em Pé com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral em Pé.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Inclinação Lateral em Pé.gif
1116,Outros,Máquina De Abdominais,media\exercicios\GIFS ABDOMINAIS\Máquina de Abdominais Sentado.gif
1117,Abdominal,Máquina Abdominal,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1121,Outros,Inclinação Lateral Com Peso Em Bola,media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral com Peso em Bola de Estabilidade.gif
1122,Abdominal,Exercício De Vácuo Abdominal Em Quatro,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1124,Abdominal,Abdominal Infra No Solo Com Flexão,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1127,Outros,Encolhimento,media\exercicios\GIFS ABDOMINAIS\Encolhimento Abdominal em Pé com Cabo.gif;media\exercicios\GIFS ABDOMINAIS\Encolhimento de Abdominais de Joelhos com Cabo.gif;media\exercicios\GIFS ABDOMINAIS\Encolhimento Reverso.gif;media\exercicios\GIFS ACADEMIA\TRAPÉZIO\Encolhimento Acima da Cabeça.gif;media\exercicios\GIFS ACADEMIA\TRAPÉZIO\Encolhimento com Alavanca.gif
1128,Outros,Flexão De Joelho Com Bola,media\exercicios\GIFS ABDOMINAIS\Flexão de Joelho com Bola de Estabilidade.gif
1129,Puxada,Elevação De Joelhos Com Puxada,media\exercicios\GIFS ABDOMINAIS\Elevação de Joelhos com Puxada de Pernas.gif;media\exercicios\GIFS ABDOMINAIS\Puxada de Pernas Sentado em Banco.gif;media\exercicios\GIFS CALISTENIA\Puxada escapular na barra fixa.gif;media\exercicios\GIFS CALISTENIA\Puxada Front Lever.gif;media\exercicios\GIFS CALISTENIA\Puxada isométrica.gif
1134,Abdominal,Abdominal,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1136,Outros,Elevação Em V,media\exercicios\GIFS ABDOMINAIS\Elevação em V com Halteres.gif
1137,Outros,Giro Com Barra Na Máquina,media\exercicios\GIFS ABDOMINAIS\Giro com Barra na Máquina Landmine.gif
1138,Outros,Escalador Cruzado,media\exercicios\GIFS ABDOMINAIS\Escalador Cruzado de Montanha.gif
1142,Outros,Arremesso Com Torção Russa Da Bola,media\exercicios\GIFS ABDOMINAIS\Arremesso com Torção Russa da Bola com Parceiro.gif
1145,Outros,Exercício,media\exercicios\GIFS ABDOMINAIS\Abdominal de Rã com Bola de Exercícios.gif;media\exercicios\GIFS ABDOMINAIS\Exercício de vácuo abdominal em quatro apoios.gif;media\exercicios\GIFS ABDOMINAIS\Exercício Teaser.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Exercício de bailarina sentada.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Exercício de retração escapular sentada.gif
1148,Abdominal,Abdominal Lateral No Banco,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1150,Prancha,Chutes No Prancha,media\exercicios\GIFS ABDOMINAIS\Chutes no Prancha Invertida.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha Lateral.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Abertura de Pernas - Perna Estendida.gif;media\exercicios\GIFS ABDOMINAIS\Prancha com Elevação de Braço e Perna.gif
1151,Outros,Elevação Alternada,media\exercicios\GIFS ABDOMINAIS\Elevação Alternada de Pernas deitado no Chão.gif;media\exercicios\GIFS ABDOMINAIS\Elevação Alternada de Pernas.gif
1152,Outros,Chutes Alternados,media\exercicios\GIFS ABDOMINAIS\Chutes Alternados Sentados.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Chutes Alternados de Glúteos no Banco.gif
1153,Abdominal,Abdominal Com Rolo,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1155,Outros,Abdução De Quadril No Apoio,media\exercicios\GIFS ABDOMINAIS\Abdução de quadril no apoio lateral.gif
1156,Abdominal,Abdominal Com Giro,media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal Bicicleta.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Bola Medicinal.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Braços Estendidos.gif;media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif
1158,Outros,Elevação De Perna,media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna e Quadril deitado com Faixa Elástica.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha Lateral.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Perna na Prancha.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Pernas na máquina.gif
1167,Outros,Inclinação,media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral com Barra.gif;media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral com Peso em Bola de Estabilidade.gif;media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral em Pé com Gymstick.gif;media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral em Pé.gif
1168,Outros,Levantamento De Braço Apoiado,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Levantamento de braço apoiado na parede.gif
1172,Outros,Postura Da Virilha,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Postura da Virilha Sentada.gif
1174,Outros,Postura Da Cobra - Alongamento,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Postura da Cobra - Alongamento Abdominal.gif
1175,Outros,Exercício De Bailarina,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Exercício de bailarina sentada.gif
1178,Outros,Torção Oblíqua,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Torção Oblíqua Sentada.gif
1186,Outros,Rotação Espinhal,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação espinhal deitado.gif
1188,Outros,Alongamento Do Peito E Parte Frontal Dos,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do Peito e Parte Frontal dos Ombros.gif
1189,Outros,Toque Nos Dedos Dos Pés,media\exercicios\GIFS ABDOMINAIS\Toque nos Dedos dos Pés com Giro de Caranguejo.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Toque nos Dedos dos Pés em Pé.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Toque nos Dedos dos Pés Sentado.gif
1190,Outros,Rotação Para Trás,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação para trás de joelhos.gif
1193,Outros,Exercício De Retração Escapular,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Exercício de retração escapular sentada.gif
1196,Outros,Rotação Externa Do Ombro Deitado,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação externa do ombro deitado com haltere.gif
1199,Outros,Rotação Do Corpo Superior,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação do corpo superior deitado.gif
1201,Outros,Rotação Da Coluna Torácica,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação da coluna torácica de joelhos.gif
1202,Outros,Dorsiflexão,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Dorsiflexão plantar.gif
1203,Elevação Lateral,Elevação Lateral De Deltóide Posterior,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
1204,Outros,Rotação Externa Com Cabo Em Posição,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação externa com cabo em posição de joelhos.gif
1206,Outros,Quadrúpede Com Elevação De Braço E Perna,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Quadrúpede com elevação de braço e perna contralateral.gif
1208,Outros,Rolo De Espuma Para Ombro E Peito,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de espuma para ombro e peito frontal.gif
1209,Outros,Contração,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Contração abdominal.gif
1210,Outros,Rolo De Espuma Para Fascite,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de espuma para fascite plantar.gif
1211,Outros,Rolo De Espuma Ombro,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de espuma ombro posterior.gif
1212,Outros,Rolamento De Espuma Para,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolamento de Espuma para Panturrilhas.gif
1213,Outros,Alongamento Em Círculos Nos,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento em Círculos nos Punhos.gif
1217,Outros,Alongamento Dos Ombros Por Trás Das,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos ombros por trás das costas.gif
1220,Panturrilha,Alongamento Sentado Para A Panturrilha Com Perna,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha agachado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha com descida do calcanhar.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Panturrilha com Corda.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha com uma perna.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha em passo largo.gif
1225,Outros,Alongamento,media\exercicios\GIFS CALISTENIA\Alongamento do peitoral reverso.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\adução de pernas (alongamento do adutor maior).gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento assistido reverso (peitoral e ombro).gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Borboleta.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento com PVC na Posição Frontal de Rack.gif
1226,Outros,Alongamento Dos Flexores Do Quadril Em Posição,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos flexores do quadril em posição de joelho.gif
1227,Outros,Alongamento Do Peitoral Até As,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do Peitoral até as Costas.gif
1228,Outros,Alongamento Dos Flexores De Quadril,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos flexores de quadril ajoelhado.gif
1231,Outros,Alongamentos De Pés E,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamentos de pés e tornozelos.gif
1232,Outros,Alongamento Dos Adutores,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos Adutores com a Perna Estendida ajoelhado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos Adutores com Pernas Abertas em Pé.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos adutores da coxa com rolo de espuma.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos adutores sentado.gif
1233,Outros,Rolagem De Espuma Para,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolagem de espuma para isquiotibiais.gif
1234,Outros,Alongamento Dos Adutores Em Posição Sentada Com Pernas,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif
