id,exercicio,variacao,match
917,Tríceps,Extensão De Tríceps Com Cabo Em Posição,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
923,Tríceps,Extensão De Tríceps Com Cabo,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
924,Tríceps Francês,Tríceps Francês Alternada Com Halteres No Banco,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês em Pé com Gymstick.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês Alternada com Halteres no Banco Inclinado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps francês com barra W acima da cabeça sentado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês com Halter Bilateral.gif
925,Outros,Extensão Concentrada Com Cabo,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Extensão Concentrada com Cabo no Joelho.gif
928,Tríceps Francês,Tríceps Francês Com Halter,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês em Pé com Gymstick.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês Alternada com Halteres no Banco Inclinado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps francês com barra W acima da cabeça sentado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês com Halter Bilateral.gif
929,Tríceps,Extensão De Tríceps Invertida,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
930,Tríceps,Extensão De Tríceps Com Barra W,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
935,Tríceps Testa,Tríceps Testa Pegada Neutra,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Extensão de Tríceps Testa Declinado Fechado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Banco Declinado com Halteres.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Barra Pegada Invertida.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa com barra.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa pegada neutra com halteres.gif
936,Tríceps Testa,Tríceps Testa Com Barra Pegada,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Extensão de Tríceps Testa Declinado Fechado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Banco Declinado com Halteres.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Barra Pegada Invertida.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa com barra.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa pegada neutra com halteres.gif
937,Tríceps,Tríceps Pulley Pegada,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
938,Supino,Supino,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Supino em Pé com Faixa Elástica.gif;media\exercicios\GIFS ACADEMIA\PEITORAL\Supino declinada com alavanca.gif;media\exercicios\GIFS ACADEMIA\PEITORAL\Supino Declinado com Halteres.gif;media\exercicios\GIFS ACADEMIA\PEITORAL\Supino declinado na máquina Smith.gif;media\exercicios\GIFS ACADEMIA\PEITORAL\Supino declinado pegada martelo.gif
942,Tríceps Testa,Extensão De Tríceps Testa Declinado,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Extensão de Tríceps Testa Declinado Fechado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Banco Declinado com Halteres.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Barra Pegada Invertida.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa com barra.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa pegada neutra com halteres.gif
943,Tríceps Testa,Tríceps Testa Com Banco Declinado,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Extensão de Tríceps Testa Declinado Fechado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Banco Declinado com Halteres.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Testa com Barra Pegada Invertida.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa com barra.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps testa pegada neutra com halteres.gif
944,Tríceps,Extensão De Tríceps Com Pegada,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
946,Tríceps Francês,Tríceps Francês Com Barra W Acima Da Cabeça,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês em Pé com Gymstick.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês Alternada com Halteres no Banco Inclinado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps francês com barra W acima da cabeça sentado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês com Halter Bilateral.gif
947,Tríceps,Extensão De Tríceps Com Cabo Na Posição,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
948,Tríceps,Extensão De Tríceps Na Máquina Pegada,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
949,Tríceps Francês,Tríceps Francês No Banco Inclinado,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês em Pé com Gymstick.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês Alternada com Halteres no Banco Inclinado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps francês com barra W acima da cabeça sentado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês com Halter Bilateral.gif
950,Tríceps,Extensão De Tríceps No Cabo,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
953,Elevação Lateral,Elevação Lateral Unilateral,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
954,Remada,Remada De Deltoide Posterior Sentado,media\exercicios\GIFS CALISTENIA\Remada com o Peso do Corpo na Porta.gif;media\exercicios\GIFS CROSSFIT\Remada com barra curvada para trás.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada com banda de resistência curvada para deltoides posterior.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada sentada com faixa.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada unilateral com gymstick.gif
955,Elevação Lateral,Elevação Lateral Com Braço,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
956,Desenvolvimento,Desenvolvimento De Ombros Com Barra W Com Pegada,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
958,Desenvolvimento,Desenvolvimento Cubano Sentado,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
960,Remada,Remada Inversa Com Cabos,media\exercicios\GIFS CALISTENIA\Remada com o Peso do Corpo na Porta.gif;media\exercicios\GIFS CROSSFIT\Remada com barra curvada para trás.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada com banda de resistência curvada para deltoides posterior.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada sentada com faixa.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada unilateral com gymstick.gif
962,Elevação Lateral,Elevação Lateral De Halteres,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
963,Elevação Lateral,Elevação Lateral Alternada,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
965,Elevação Lateral,Elevação Lateral Cruzada,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
966,Remada,Remada Lateral Com Halteres,media\exercicios\GIFS CALISTENIA\Remada com o Peso do Corpo na Porta.gif;media\exercicios\GIFS CROSSFIT\Remada com barra curvada para trás.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada com banda de resistência curvada para deltoides posterior.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada sentada com faixa.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada unilateral com gymstick.gif
967,Desenvolvimento,Desenvolvimento Militar Com Pegada,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
970,Desenvolvimento,Desenvolvimento Militar Com Barra No Chão,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
971,Elevação Lateral,Elevação Lateral E Frontal,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
973,Elevação Lateral,Elevação Lateral Unilateral Com Haltere,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
974,Elevação Lateral,Elevação Lateral De Braços,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
978,Outros,Elevação Frontal Com Barra,media\exercicios\GIFS ACADEMIA\OMBROS\Elevação frontal com barra girando.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação frontal com barra w inclinada.gif
984,Outros,Elevação Frontal Com Barra W,media\exercicios\GIFS ACADEMIA\OMBROS\Elevação frontal com barra w inclinada.gif
988,Outros,Elevação Frontal,media\exercicios\GIFS ACADEMIA\OMBROS\Elevação Frontal Alternada Com Halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação frontal com barra girando.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação frontal com barra w inclinada.gif;media\exercicios\GIFS ACADEMIA\OMBROS\elevação frontal com cabo duplo no cross.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação frontal com dois braços com halteres.gif
991,Elevação Lateral,Elevação Lateral,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
993,Desenvolvimento,Desenvolvimento De Ombro Com Barra,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
994,Remada,Remada Com Halteres Para A Posterior,media\exercicios\GIFS CALISTENIA\Remada com o Peso do Corpo na Porta.gif;media\exercicios\GIFS CROSSFIT\Remada com barra curvada para trás.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada com banda de resistência curvada para deltoides posterior.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada sentada com faixa.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada unilateral com gymstick.gif
995,Desenvolvimento,Desenvolvimento De Ombro,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
996,Desenvolvimento,Desenvolvimento De Ombros Com Rotação Alternada,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
997,Outros,Elevação Frontal Alternada,media\exercicios\GIFS ACADEMIA\OMBROS\Elevação Frontal Alternada Com Halteres.gif
998,Outros,Voador,media\exercicios\GIFS ACADEMIA\OMBROS\Voador invertido.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Voador para deltoides posterior com cabo.gif
999,Desenvolvimento,Desenvolvimento De Ombro Alternada Em Pé,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1001,Elevação Lateral,Elevação Lateral Com Tronco,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
1002,Desenvolvimento,Desenvolvimento Cubano,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1003,Elevação Lateral,Elevação Lateral Com Halteres Para Deltoides Posteriores,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
1004,Outros,Elevação Frontal Com Dois Braços,media\exercicios\GIFS ACADEMIA\OMBROS\Elevação frontal com dois braços com halteres.gif
1006,Desenvolvimento,Desenvolvimento De Ombro Unilateral,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1007,Elevação Lateral,Elevação Lateral Com Halteres,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
1009,Desenvolvimento,Desenvolvimento Militar De Uma Mão,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1010,Outros,Levantamento De Halteres De 3,media\exercicios\GIFS ACADEMIA\OMBROS\Levantamento de halteres de 3 maneiras.gif
1011,Desenvolvimento,Desenvolvimento De Ombros Atrás Do Pescoço,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1015,Outros,Máquina Simulador,media\exercicios\GIFS ACADEMIA\CARDIO ACADEMIA\Máquina Simulador Escada.gif
1018,Outros,Bicicleta Ergométrica,media\exercicios\GIFS ACADEMIA\CARDIO ACADEMIA\Bicicleta Ergométrica Reclinada.gif;media\exercicios\GIFS ACADEMIA\CARDIO ACADEMIA\Corrida na Bicicleta Ergométrica.gif
1024,Outros,Elevação,media\exercicios\GIFS ABDOMINAIS\Abdominal com Elevação de Pernas.gif;media\exercicios\GIFS ABDOMINAIS\Elevação Alternada de Pernas deitado no Chão.gif;media\exercicios\GIFS ABDOMINAIS\Elevação Alternada de Pernas.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Joelhos com Puxada de Pernas.gif;media\exercicios\GIFS ABDOMINAIS\Elevação de Joelhos na Barra Fixa.gif
1030,Panturrilha,Levantamento De Panturrilha Com Apoio E,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha agachado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha com descida do calcanhar.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Panturrilha com Corda.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha com uma perna.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha em passo largo.gif
1293,Outros,Flexão De Diamante,media\exercicios\GIFS CALISTENIA\Flexão de diamante de joelhos.gif
