id,variacao_nome,exercicio,arquivo_gif,score,resultado,url_salva,detalhe,timestamp
1247,Alongamento Em Pé Dos Quadríceps,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento em Pé dos Quadríceps.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490750/exercicios/gif/variacao-1247.gif,,2026-06-03T09:45:51
1252,Alongamento Do Tendão De Aquiles Em Pé,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do tendão de Aquiles em pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490752/exercicios/gif/variacao-1252.gif,,2026-06-03T09:45:53
1253,Alongamento Do Peitoral Com Um Braço Em Pé,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peitoral com um Braço em Pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490753/exercicios/gif/variacao-1253.gif,,2026-06-03T09:45:54
1255,Alongamento Dos Extensores Dos Dedos Dos Pés,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Extensores dos Dedos dos Pés.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490754/exercicios/gif/variacao-1255.gif,,2026-06-03T09:45:55
1256,Alongamento Dos Flexores Dos Dedos Dos Pés Em Pé,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos flexores dos dedos dos pés em pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490755/exercicios/gif/variacao-1256.gif,,2026-06-03T09:45:56
1257,Alongamento Do Peito Acima Da Cabeça,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peito Acima da Cabeça.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490756/exercicios/gif/variacao-1257.gif,,2026-06-03T09:45:57
1258,Alongamento De Panturrilha Em Posição Estática,Panturrilha,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de panturrilha em posição estática.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490757/exercicios/gif/variacao-1258.gif,,2026-06-03T09:45:58
1259,Círculos Com Um Braço,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Círculos com um braço.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490758/exercicios/gif/variacao-1259.gif,,2026-06-03T09:45:59
1266,Alongamento De Rotação Da Coluna Em Pé,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de rotação da coluna em pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490759/exercicios/gif/variacao-1266.gif,,2026-06-03T09:46:00
1268,Alongamento De Pernas Duplo,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Pernas Duplo.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490760/exercicios/gif/variacao-1268.gif,,2026-06-03T09:46:01
1269,Alongamento De Panturrilha Em Passo Largo,Panturrilha,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de panturrilha em passo largo.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490762/exercicios/gif/variacao-1269.gif,,2026-06-03T09:46:03
1270,Alongamento De Quadril 90-90,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de quadril 90-90.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490763/exercicios/gif/variacao-1270.gif,,2026-06-03T09:46:04
1273,Alongamento De Tríceps Em Pé,Tríceps,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de tríceps em pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490765/exercicios/gif/variacao-1273.gif,,2026-06-03T09:46:05
1275,Alongamento De Panturrilha Com Uma Perna,Panturrilha,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de panturrilha com uma perna.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490766/exercicios/gif/variacao-1275.gif,,2026-06-03T09:46:07
1277,Alongamento De Adutores Com Pernas Afastadas Em Pé,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Adutores com Pernas Afastadas em Pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490768/exercicios/gif/variacao-1277.gif,,2026-06-03T09:46:09
1280,Alongamento De Isquiotibiais Em Pé,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Isquiotibiais em Pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490769/exercicios/gif/variacao-1280.gif,,2026-06-03T09:46:10
1283,Alongamento De Panturrilha Com Corda,Panturrilha,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Panturrilha com Corda.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490771/exercicios/gif/variacao-1283.gif,,2026-06-03T09:46:12
1285,Alongamento De Ombro Reverso Em Pé,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de ombro reverso em pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490772/exercicios/gif/variacao-1285.gif,,2026-06-03T09:46:13
1286,Alongamento Assistido Reverso (Peitoral E Ombro),Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento assistido reverso (peitoral e ombro).gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490774/exercicios/gif/variacao-1286.gif,,2026-06-03T09:46:15
1287,Alongamento Com Pvc Na Posição Frontal De Rack,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento com PVC na Posição Frontal de Rack.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490775/exercicios/gif/variacao-1287.gif,,2026-06-03T09:46:16
1288,Adução De Pernas (Alongamento Do Adutor Maior),Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/adução de pernas (alongamento do adutor maior).gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490777/exercicios/gif/variacao-1288.gif,,2026-06-03T09:46:17
1289,Adução De Quadril Deitado De Lado,Outros,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Adução de quadril deitado de lado.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490778/exercicios/gif/variacao-1289.gif,,2026-06-03T09:46:18
1292,Barra Fixa Com Salto,Outros,GIFS CALISTENIA/Barra fixa com Salto.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490779/exercicios/gif/variacao-1292.gif,,2026-06-03T09:46:20
1294,Barra Fixa Com L-Sit,Outros,GIFS CALISTENIA/Barra fixa com L-sit.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490780/exercicios/gif/variacao-1294.gif,,2026-06-03T09:46:21
1298,Barra Fixa Com Giro,Outros,GIFS CALISTENIA/Barra Fixa com Giro.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490781/exercicios/gif/variacao-1298.gif,,2026-06-03T09:46:22
1301,Flexão De Peito Com Trx,Outros,GIFS CALISTENIA/Flexão de Peito com TRX.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490782/exercicios/gif/variacao-1301.gif,,2026-06-03T09:46:23
1303,Back Lever,Outros,GIFS CALISTENIA/Back Lever.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490783/exercicios/gif/variacao-1303.gif,,2026-06-03T09:46:24
1305,Flexão De Dedos,Outros,GIFS CALISTENIA/Flexão de Dedos.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490784/exercicios/gif/variacao-1305.gif,,2026-06-03T09:46:25
1306,Barra Fixa Com Arco,Outros,GIFS CALISTENIA/Barra fixa com Arco.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490785/exercicios/gif/variacao-1306.gif,,2026-06-03T09:46:26
1307,Paralelas,Outros,PEITORAL/Paralelas.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490787/exercicios/gif/variacao-1307.gif,,2026-06-03T09:46:28
1308,Andar De Pato,Outros,GIFS CALISTENIA/Andar de Pato.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490788/exercicios/gif/variacao-1308.gif,,2026-06-03T09:46:29
1309,Barra Fixa Assistida Com Faixa Elástica,Outros,GIFS CALISTENIA/Barra fixa Assistida com Faixa Elástica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490789/exercicios/gif/variacao-1309.gif,,2026-06-03T09:46:30
1310,Planche Com Flexão De Braço,Outros,GIFS CALISTENIA/Planche com Flexão de Braço.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490790/exercicios/gif/variacao-1310.gif,,2026-06-03T09:46:31
1311,Puxada Escapular Na Barra Fixa,Puxada,GIFS CALISTENIA/Puxada escapular na barra fixa.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490791/exercicios/gif/variacao-1311.gif,,2026-06-03T09:46:32
1312,Remada Com O Peso Do Corpo Na Porta,Remada,GIFS CALISTENIA/Remada com o Peso do Corpo na Porta.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490793/exercicios/gif/variacao-1312.gif,,2026-06-03T09:46:34
1316,Puxada Front Lever,Puxada,GIFS CALISTENIA/Puxada Front Lever.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490794/exercicios/gif/variacao-1316.gif,,2026-06-03T09:46:35
1317,Flexão De Cotovelos Na Barra,Outros,GIFS CALISTENIA/Flexão de Cotovelos na Barra.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490795/exercicios/gif/variacao-1317.gif,,2026-06-03T09:46:36
1318,Agachamento Sumô Sem Pesos,Agachamento,GIFS CALISTENIA/Agachamento Sumô sem Pesos.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490796/exercicios/gif/variacao-1318.gif,,2026-06-03T09:46:37
1322,Agachamento Pistola Na Caixa,Agachamento,GIFS CALISTENIA/Agachamento Pistola na Caixa.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490798/exercicios/gif/variacao-1322.gif,,2026-06-03T09:46:39
1323,Flexão De Braços Com Toque No Ombro,Outros,GIFS CALISTENIA/Flexão de Braços com Toque no Ombro.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490799/exercicios/gif/variacao-1323.gif,,2026-06-03T09:46:40
1327,Muscle Up,Outros,GIFS CALISTENIA/Muscle up.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490801/exercicios/gif/variacao-1327.gif,,2026-06-03T09:46:41
1328,Agachamento Pistol Com Trx,Agachamento,GIFS CALISTENIA/Agachamento Pistol com TRX.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490802/exercicios/gif/variacao-1328.gif,,2026-06-03T09:46:43
1329,Flexão Com Toque No Peito,Outros,GIFS CALISTENIA/Flexão com Toque no Peito.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490803/exercicios/gif/variacao-1329.gif,,2026-06-03T09:46:44
1332,Puxada Isométrica,Puxada,GIFS CALISTENIA/Puxada isométrica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490804/exercicios/gif/variacao-1332.gif,,2026-06-03T09:46:45
1334,Tesoura De Braços,Outros,GIFS TREINAMENTO FUNCIONAL/Tesoura de Braços.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490805/exercicios/gif/variacao-1334.gif,,2026-06-03T09:46:46
1336,Supino Em Pé Com Faixa Elástica,Supino,GIFS TREINAMENTO FUNCIONAL/Supino em Pé com Faixa Elástica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490806/exercicios/gif/variacao-1336.gif,,2026-06-03T09:46:47
1337,Flexão De Pernas Deitado Com Faixa Elástica,Outros,GIFS TREINAMENTO FUNCIONAL/Flexão de Pernas deitado com Faixa Elástica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490807/exercicios/gif/variacao-1337.gif,,2026-06-03T09:46:48
1338,Tríceps Francês Com Faixa Elástica Acima Da Cabeça,Tríceps Francês,GIFS TREINAMENTO FUNCIONAL/Tríceps Francês com Faixa Elástica Acima da Cabeça.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490809/exercicios/gif/variacao-1338.gif,,2026-06-03T09:46:49
1339,Salto Na Caixa,Outros,GIFS TREINAMENTO FUNCIONAL/Salto na Caixa.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490810/exercicios/gif/variacao-1339.gif,,2026-06-03T09:46:51
1340,Tração Lateral Com Elástico,Outros,GIFS TREINAMENTO FUNCIONAL/Tração lateral com elástico.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490811/exercicios/gif/variacao-1340.gif,,2026-06-03T09:46:52
1341,Flexão De Pernas Com Faixa Elástica,Outros,GIFS TREINAMENTO FUNCIONAL/Flexão de Pernas com Faixa Elástica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490812/exercicios/gif/variacao-1341.gif,,2026-06-03T09:46:53
1342,Flexão De Ombro Com Faixa,Outros,GIFS TREINAMENTO FUNCIONAL/Flexão de ombro com faixa.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490813/exercicios/gif/variacao-1342.gif,,2026-06-03T09:46:54
1343,Step Com Elástico,Outros,GIFS TREINAMENTO FUNCIONAL/Step com elástico.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490814/exercicios/gif/variacao-1343.gif,,2026-06-03T09:46:55
1344,Salto Para Trás,Outros,GIFS TREINAMENTO FUNCIONAL/Salto para Trás.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490815/exercicios/gif/variacao-1344.gif,,2026-06-03T09:46:56
1345,Stiff Com Elástico De Resistência,Outros,GIFS TREINAMENTO FUNCIONAL/Stiff com Elástico de Resistência.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490816/exercicios/gif/variacao-1345.gif,,2026-06-03T09:46:57
1347,Snap Jumps,Outros,GIFS TREINAMENTO FUNCIONAL/Snap Jumps.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490817/exercicios/gif/variacao-1347.gif,,2026-06-03T09:46:58
1348,Agachamento Goblet Com Kettlebell E Faixa Elástica,Agachamento,GIFS TREINAMENTO FUNCIONAL/Agachamento Goblet com Kettlebell e Faixa Elástica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490818/exercicios/gif/variacao-1348.gif,,2026-06-03T09:46:59
1350,Elevação De Panturrilha Com Faixa Elástica De Resistência,Panturrilha,GIFS TREINAMENTO FUNCIONAL/Elevação de Panturrilha com Faixa Elástica de Resistência.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490820/exercicios/gif/variacao-1350.gif,,2026-06-03T09:47:00
1351,Elevação De Pernas Deitado De Lado,Outros,GIFS TREINAMENTO FUNCIONAL/Elevação de Pernas deitado de Lado.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490821/exercicios/gif/variacao-1351.gif,,2026-06-03T09:47:02
1352,Elevação Da Perna Em Pé Com Faixa Elástica De Resistência,Outros,GIFS TREINAMENTO FUNCIONAL/Elevação da Perna em Pé com Faixa Elástica de Resistência.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490822/exercicios/gif/variacao-1352.gif,,2026-06-03T09:47:03
1354,Flexão De Braço No Bosu,Outros,GIFS TREINAMENTO FUNCIONAL/Flexão de Braço no Bosu.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490824/exercicios/gif/variacao-1354.gif,,2026-06-03T09:47:04
1355,Elevação De Panturrilha Em Pé,Panturrilha,GIFS TREINAMENTO FUNCIONAL/Elevação de panturrilha em pé.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490825/exercicios/gif/variacao-1355.gif,,2026-06-03T09:47:06
1356,Salto Para Caixa 2 Para 1,Outros,GIFS TREINAMENTO FUNCIONAL/Salto para Caixa 2 para 1.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490827/exercicios/gif/variacao-1356.gif,,2026-06-03T09:47:08
1357,Saltos Com Joelhos Altos,Outros,GIFS TREINAMENTO FUNCIONAL/Saltos com Joelhos Altos.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490828/exercicios/gif/variacao-1357.gif,,2026-06-03T09:47:09
1360,Saltos Pliométricos Em Zigue-Zague,Outros,GIFS TREINAMENTO FUNCIONAL/Saltos Pliométricos em Zigue-Zague.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490829/exercicios/gif/variacao-1360.gif,,2026-06-03T09:47:10
1364,Desenvolvimento Militar Com Peso Do Corpo,Desenvolvimento,GIFS TREINAMENTO FUNCIONAL/Desenvolvimento militar com peso do corpo.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490830/exercicios/gif/variacao-1364.gif,,2026-06-03T09:47:11
1365,Cópia De Abdominal De Rã Com Bola De Exercícios,Abdominal,GIFS TREINAMENTO FUNCIONAL/Cópia de Abdominal de Rã com Bola de Exercícios.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490832/exercicios/gif/variacao-1365.gif,,2026-06-03T09:47:13
1367,Rosca Martelo Com Garrafa De Água,Rosca Martelo,GIFS TREINAMENTO FUNCIONAL/Rosca martelo com garrafa de água.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490834/exercicios/gif/variacao-1367.gif,,2026-06-03T09:47:14
1369,Agachamento Com Faixa Elástica Sobre A Cabeça,Agachamento,GIFS TREINAMENTO FUNCIONAL/Agachamento com Faixa Elástica sobre a Cabeça.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490835/exercicios/gif/variacao-1369.gif,,2026-06-03T09:47:16
1370,Flexão Com Rotação,Outros,GIFS TREINAMENTO FUNCIONAL/Flexão com Rotação.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490836/exercicios/gif/variacao-1370.gif,,2026-06-03T09:47:18
1371,Salto Em Distância,Outros,GIFS TREINAMENTO FUNCIONAL/Salto em Distância.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490839/exercicios/gif/variacao-1371.gif,,2026-06-03T09:47:20
1372,Chutes Alternados De Glúteos No Banco,Glúteo,GIFS TREINAMENTO FUNCIONAL/Chutes Alternados de Glúteos no Banco.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490841/exercicios/gif/variacao-1372.gif,,2026-06-03T09:47:21
1374,Agachamento Camarão,Agachamento,GIFS TREINAMENTO FUNCIONAL/Agachamento Camarão.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490842/exercicios/gif/variacao-1374.gif,,2026-06-03T09:47:23
1377,Flexão Cobra,Outros,GIFS TREINAMENTO FUNCIONAL/Flexão cobra.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490843/exercicios/gif/variacao-1377.gif,,2026-06-03T09:47:24
1378,Rosca Bíceps Com Faixa Elástica,Rosca,GIFS TREINAMENTO FUNCIONAL/Rosca bíceps com faixa elástica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490845/exercicios/gif/variacao-1378.gif,,2026-06-03T09:47:26
1383,Rosca De Bíceps Unilateral Com Faixa De Resistência,Rosca,GIFS TREINAMENTO FUNCIONAL/Rosca de bíceps unilateral com faixa de resistência.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490846/exercicios/gif/variacao-1383.gif,,2026-06-03T09:47:27
1384,Agachamento Búlgaro Com Salto,Agachamento,GIFS TREINAMENTO FUNCIONAL/Agachamento búlgaro com salto.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490847/exercicios/gif/variacao-1384.gif,,2026-06-03T09:47:28
1387,Rolamento Na Bola Suíça,Outros,GIFS TREINAMENTO FUNCIONAL/Rolamento na bola suíça.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490849/exercicios/gif/variacao-1387.gif,,2026-06-03T09:47:29
1388,Rosca Martelo Com Faixa De Resistência,Rosca Martelo,GIFS TREINAMENTO FUNCIONAL/Rosca martelo com faixa de resistência.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490850/exercicios/gif/variacao-1388.gif,,2026-06-03T09:47:31
1389,Extensão De Tríceps Com Faixa Elástica,Tríceps,GIFS TREINAMENTO FUNCIONAL/Extensão de Tríceps com Faixa Elástica.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490851/exercicios/gif/variacao-1389.gif,,2026-06-03T09:47:32
1390,Afundo Alternado Com Salto,Outros,GIFS TREINAMENTO FUNCIONAL/Afundo Alternado com Salto.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490852/exercicios/gif/variacao-1390.gif,,2026-06-03T09:47:33
1393,Desenvolvimento De Ombro Unilateral Com Banda,Desenvolvimento,GIFS TREINAMENTO FUNCIONAL/Desenvolvimento de ombro unilateral com banda.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490854/exercicios/gif/variacao-1393.gif,,2026-06-03T09:47:35
1394,Socos,Outros,GIFS TREINAMENTO FUNCIONAL/Socos.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490855/exercicios/gif/variacao-1394.gif,,2026-06-03T09:47:36
1395,Extensão De Quadril No Banco,Outros,GIFS TREINAMENTO FUNCIONAL/Extensão de Quadril no Banco.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490856/exercicios/gif/variacao-1395.gif,,2026-06-03T09:47:37
1397,Corrida Para Trás,Outros,GIFS TREINAMENTO FUNCIONAL/Corrida para Trás.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490858/exercicios/gif/variacao-1397.gif,,2026-06-03T09:47:39
1399,Corrida Com Joelhos Altos,Outros,GIFS TREINAMENTO FUNCIONAL/Corrida com Joelhos Altos.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490859/exercicios/gif/variacao-1399.gif,,2026-06-03T09:47:40
1400,Remada Sentada Com Faixa,Remada,GIFS TREINAMENTO FUNCIONAL/Remada sentada com faixa.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490860/exercicios/gif/variacao-1400.gif,,2026-06-03T09:47:41
1401,Afundo No Banco,Outros,GIFS TREINAMENTO FUNCIONAL/Afundo no banco.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490861/exercicios/gif/variacao-1401.gif,,2026-06-03T09:47:42
1402,Supino Inclinado Com Halteres E Pegada Fechada,Supino,PEITORAL/Supino inclinado com halteres e pegada fechada.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490862/exercicios/gif/variacao-1402.gif,,2026-06-03T09:47:43
1403,Crucifixo Com Halteres Inclinado,Crucifixo,PEITORAL/Crucifixo com Halteres Inclinado.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490863/exercicios/gif/variacao-1403.gif,,2026-06-03T09:47:44
1404,Supino Declinada Com Alavanca,Supino,PEITORAL/Supino declinada com alavanca.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490865/exercicios/gif/variacao-1404.gif,,2026-06-03T09:47:46
1405,Pullover Com Halteres Na Bola De Estabilidade,Pullover,PEITORAL/Pullover com Halteres na Bola de Estabilidade.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490866/exercicios/gif/variacao-1405.gif,,2026-06-03T09:47:47
1406,Supino Pegada Martelo,Supino,PEITORAL/Supino pegada martelo.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490867/exercicios/gif/variacao-1406.gif,,2026-06-03T09:47:48
1407,Mergulho De Peito Assistido,Outros,PEITORAL/Mergulho de peito assistido.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490869/exercicios/gif/variacao-1407.gif,,2026-06-03T09:47:49
1408,Supino Inclinado Na Máquina Com Pegada Martelo,Supino,PEITORAL/Supino Inclinado na Máquina com Pegada Martelo.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490870/exercicios/gif/variacao-1408.gif,,2026-06-03T09:47:51
1409,Supino Inclinado Na Alavanca,Supino,PEITORAL/Supino Inclinado na Alavanca.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490871/exercicios/gif/variacao-1409.gif,,2026-06-03T09:47:52
1410,Supino Invertido Com Pegada Aberta,Supino,PEITORAL/Supino invertido com pegada aberta.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490872/exercicios/gif/variacao-1410.gif,,2026-06-03T09:47:53
1411,Supino Unilateral Com Alavanca,Supino,PEITORAL/Supino unilateral com Alavanca.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490874/exercicios/gif/variacao-1411.gif,,2026-06-03T09:47:55
1412,Supino No Banco Inclinado 30 Graus Com Pegada Invertida,Supino,PEITORAL/Supino no banco inclinado 30 graus com pegada invertida.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490875/exercicios/gif/variacao-1412.gif,,2026-06-03T09:47:56
1413,Supino Inclinado Com Halteres Em Martelo,Supino,PEITORAL/Supino Inclinado com Halteres em Martelo.gif,1.0000,SUCESSO,https://res.cloudinary.com/dkdpsbvri/image/upload/v1780490876/exercicios/gif/variacao-1413.gif,,2026-06-03T09:47:57
